bin_centers,pore_type_hist_1,pore_type_hist_2
6.5,0.0,13.0
7.5,9.0,30.0
8.5,10.0,10.0
9.5,418.0,115.0
10.5,12.0,0.0
11.5,0.0,0.0
12.5,0.0,0.0
13.5,0.0,0.0
14.5,0.0,0.0
15.5,10.0,0.0
16.5,218.0,7597.0
17.5,0.0,380.0
18.5,0.0,3.0
19.5,0.0,0.0
20.5,0.0,0.0
21.5,0.0,0.0
22.5,239.0,25.0
23.5,148.0,11.0
24.5,12180.0,0.0
