bin_centers,pore_type_hist_1,pore_type_hist_2
5.222222222222222,1.0,0.0
5.666666666666667,1.0,0.0
6.111111111111111,31.0,12.0
6.555555555555555,6.0,14.0
7.0,959.0,4.0
7.444444444444445,1.0,1615.0
7.888888888888888,0.0,0.0
8.333333333333332,0.0,0.0
8.777777777777779,2570.0,1.0
